review,sentiment
"This has been my worst flight experience in my traveling life. Been on planes or in terminal for 2 days in a row. 2 days in a row of planes breaking down. Was stuck on a plane in phoenix yesterday for 7hrs not allowed to unboard for food or bathroom, which caused me to miss the connecting flight in Chicago. United paid for a hotel room, which i had to pay a uber to get to, the. Pay for another uber to get back to airport this morning where the my flight home is broken and I've been sitting here for 4 hours already. I went to customer service to be put on a different flight home and they wont do it because even though its the same airline there is a price difference that they want me to cover even though its their planes that keep breaking down. And they wont pay to put me on a different airline. They have pushed my flight 4 times now. Still sitting in the airport.Will not be using them again!",Negative
"They canceled our entire flight. As we tried to move our flight to get home or at least to a place we can stay with family, I was heard the pilot say to the stewardess that, ""they were wrong for letting the plane stay on the runway for over an hour and only let the door open for air"". Come to find out that was the plane we were supposed to be on, that was delayed 56 minutes, and we could have made our connected flight home in time. Very unprofessional and unethical. This was our first, and will be our last, to ever fly with United.",Negative
"I will never fly United Airlines again. I purchased a premium economy ticket, according to my seat assignment it was from row 9-15. At the airport when I pulled my tickets out of the machine they were row number 23. Half of the plane was empty, I asked why was I sitting in 23 when I paid for premium. She answered me in a very rude way by saying I don't have any time for discussion and if you want to sit any closer you have to pay an additional fee. This was the worst service I have ever had, I always fly American and very much enjoyed so but I am very disappointed.",Negative
"At gate just prior to departure from Syracuse, United staff bumped us from first class to economy due to failure to maintain flight attendant seat, so flight attendant was given our first class seat and we were downgraded to economy class seat. On leg from Detroit to Los Angeles: After all passengers boarded aircraft, departure was delayed 55 minutes to wait for potable water to be added to planeÃÂs tanks, despite the plane having been at the gate prior to boarding for well over two hours. Upon arrival in Los Angeles, plane was delayed on tarmac from going to gate for approximately one hour due to lack of gate availability. First class seat quality and food quality were very low for a 4.5 hour flight.",Negative
"The pilot was late for one hour saying he was caught in traffic coming to airport in wide open Alaska and then they admitted two people whose first flight were delayed since the plane hasnÃÂt moved yet after two hours. It is so silly to see them reconnect the channel after closing the door. Then the plane taxi to runway and waited another hour. Then they say they sent a mechanic to check on bathroom light. Another hour passed, they said the crew are too tired to overwork because the air control would not give them signal to take off yet after running late 4 hours. It will be illegal to let them overwork. Then they dumped us saying there will be a Hurricane in NJ. It is like watching a ridiculous drama this people performed exhausting all kinds of excuses. All customers were mad at that point after midnight when they kicked us out.",Negative
"Booked a flight for Christmas. A week after I booked I received an email from United saying that my flight from Edmonton was canceled and that I should call to get my options. What was suppose to be a 30 minute hold time, per the recording, turned into 1 hour 20 minutes only to be told that my entire trip was canceled. Was told that I would receive a credit, no refund, even though United was the ones that canceled my trip, not me. This was suppose to be a special trip to see my sister who I have not seen in several years. My Christmas was ruined with one email and phone call",Negative
"Worst experience ever. Apparently United makes you pay up to be treated like a human being. WonÃÂt let you check in online even know they send you a link to, plane was almost empty but economy class was still packed in in the very back of the plane even with COVID. Everyone could literally have there own row. I would choose Frontier or Spirit over United any day.",Negative
"First of all, the app. I was unable to verify the flight because I used the app to get my boarding passes, and after the flight, they disappeared. Now I have no record of them. This was a first class flight but it was as bad as most flights can get. We were delayed for an hour and a half on the tarmac in what were the most uncomfortable seats (my back was actually hurting, and I don't have back pain usually), which would not recline; there was NO entertainment system; and no pillows or blankets, or amenities kit! Even on our recent British Airways premium economy flight we had pillows, blankets, and an amenities kit. The entertainment was called ""personal entertainment"", which meant you have to use your own phone. But my family do not have earbuds that connect to our devices! There was no warning that we would need them! Furthermore, you had to download the United app before takeoff. I had the app, but none of my family did, because we weren't made aware of this! Anyway, the app didn't work--the movies would not come on. And the flight attendants were unable to make them work either. And that is the bottom line. The app's entertainment feature did not work. Also, the check-in was a chaotic mess. People were in line for a long time and grumbling angrily because there were only 2 people behind the counter to assist. It was as bad as an economy check-in can get, except this was supposedly First Class.",Negative
"The worst airline ever. Customer service is disrespectful, nobody wants to do their job. Delays with no explanation, takes hours to speak to an agent. This was the only airline that had a flight that would suit our path (that is the ONLY reason I used them). I will never in my life take their airline again. They need to close them down because they do not care about the people in which they serve. Just utterly disgusting United airlines",Negative
"So wife and I went on vacation from ca-ny visit family. Started in Fresno flew to Chicago lay over then Chicago to Albany. As we were walking out of the TSA security in Albany I realized I I left my camera and lens in a bag onboard the plane. The TSA would not allow me to go back to the gate because I didn't have a ticket for a flight out of Albany. I then went to baggage claim office and they asked for bag slip I told it was carry on said I had to call, I called they said that I had to go online and fill out a ""LOB"" report, so I did. I have my lost article ID report number, the operator when I talk to them on the phone also told me that they have a procedure that they're supposed to go through so when they go through and clean the airplane as they're supposed to do (which they apparently didn't do) when everybody deplanes they're supposed to take any articles found that were left on board how to the gate attendant the gate attendant is supposed to take it to a secure area inside the baggage claim office area, so I'm just trying to figure out where and who messed up besides myself for leaving it on board. I would like to find out who is the dishonest person who either didn't do their job by cleaning the airplane to find my bag when the only people who were behind me were a middle-aged couple and they had to younger kids probably 10 and 12 years old the only people that got off behind me and they walked off behind me and we're not carrying my camera bag, so I'm trying to figure out which of the people are dishonest either the flight attendant who didn't do his job by cleaning, and then not paying attention in making sure things left on board didn't stay on board, or I hope he found my bag and took it out to the gate person or the gate person who didn't turn it into the baggage claim office person. There are a couple things I would like to say one I understand it to my fault that I left it on board, I apologize I wish somebody else would at least do their job they should have cleaned the guy I keep saying the guy cuz there was only one flight attendant. I mean they do tell you in the pre-boarding that they thoroughly clean the airplane after everyone disembarks and before the new people come on board, during covid come on now.",Negative
"Entirely unacceptable experience. Yesterdays flight from FRA to ORD was an experience which leaves much room for improvement. The treatment by the cabin crew in Business Class was unacceptable. It ranged from entirely disinterested (young male flight attendant, possibly in training) to outright hostile (senior female). Maybe I made the mistake to push the call button (in order to have my jacket hung in the closet, and later, into the flight, to order a drink) which unloaded some hostility from the female flight attendant. I must have ruined all my chances of good treatment by not putting my mask up immediately between bites which caused her to sprint over to my seat yelling at me.  The food, Economy class quality, was presented without care or skill, wine came in plastic cups. When debarking there was nobody at the door interested in channeling the traffic, economy class disembarked first, nobody cared. As a customer one has literally no choice here, this is a code share situation, my flight from ORD to FRA was with LUFTHANSA, and was better by a great degree, I didn't fly voluntarily on United. What a bad taste this leaves. Disgusting. Shame on United Airlines and your lack of training of your staff.",Negative
"My wife and I were returning to Chicago from Las Vegas. At Las Vegas United baggage check-in, we were unable to check-in via kiosk as we had prepaid for bags and there is no way to print a tag for prepaid baggage (?). We asked the counter girl to help us. She sent us back to kiosk. Asked an older lady to help us. Obviously already annoyed, she tried to check us in on kiosk. I told her we had prepaid for our bags. She asked for a receipt. I produced it. She then proceeded to ask many questions about the receipt. Questioned the date purchased. Questioned our flight to Vegas. I told her we would find another employee to help as she seemed very annoyed and confused. She exploded loudly saying, ""I have worked here 30 years. No one has ever said that to me. You can find someone else to help you!"" Everyone in earshot looked on in shock. I got another employee to help. Shortly after, I sent a complaint to United. As of this date, no response from United. That was a disgusting display of disrespect to someone who helps pay their wages. My wife was almost in tears. That is a poor way to treat a veteran and a Mileage Plus member.",Negative
"I would like to tell you how I was treated when I entered this flight. I went to my seat that I picked when I booked my flight, 20D. I put my carry on above and sat down. A woman came to my seat and showed me a ticket that said 20D. She said it was her seat and I did not want any friction to happen because of this. So I got up and I told her I would try and figure out what is going on. As I told the flight attendant, she responded with ""Well you shouldn't have gotten up. I don't know what to tell you."" I was completely shocked. I love United and I fly your airline over any whenever I can. She asked me to step in the back, so I did. I asked what was going on and how this could be fixed. The same flight attendant then said ""I don't have time for this, or you. I am not even supposed to be working on this flight."" This conversation really upset me. And it was heard by many travelers. Another flight attendant looked at my ticket and said, ""Look, your seat was changed, look at your ticket."" And she was right. I apologized. Whenever my flight has changed with United, I was told by the professional who gave me my boarding pass to get on the plane. So, I switched to 8D. I went to the seat and the entire row was booked. My anxiety started rising and I felt very uncomfortable on your airline flight. I was spoken down to and disrespected. I made a mistake with the seat. I should have been extra cautious and looked but I didn't because everything seemed perfect until I got on. I told a flight attendant and I was told to look at the empty seats and sit somewhere. Is that how they should respond? As an experienced individual with a mental health diagnosis, I find it so important to always be careful who you speak to with a bad tone.  And flight attendants deserve the same respect. If I had an anxiety attack, I could have been taken off the plane due to health reasons and stuck alone and honestly really scared. My bag was in 20D above and I was maybe at 7 window I believe. I honestly didn't even look. I was just happy to have been able to sit down. After I got off of the plane, I was at the stairs and trying to get my belongings together before I carried my carry on up. There were multiple travelers asking if I needed help and apologizing for being treated the way I was and to not worry, misery loves company. This flight attendant who was not supposed to be working that day is obviously not trained properly. All she did was raise her voice to me and sit on her cell phone in the back not caring I was just standing there with nowhere to go. I don't deserve to be treated in this manner. My family flies United to Aruba 1-2 times a year. I usually do but I have had school and been unable to. I hope the next flight I am on is more Positive and helpful. Please address this properly because your customer service handled this terribly and offered no help. I was told my treatment will have to wait 25-30 days hung up.",Negative
"IÃÂve grown up flying frequently, and flying United is the absolute worst customer service experience I have ever had from an airline. My terrible experience began when I noticed my family member's first name was on my ticket instead of mine. I called ahead of my flight to change this and even though the ticket had my correct date of birth, my address, and my last name, United employees refused to change the first name, told me I cannot fly, and provided no refund or voucher. The United employee I spoke to on the phone was very rude and hung up on me before I was finished asking questions about the name change. I booked another flight which I had to pay for because the trip I was going on could not be cancelled or postponed. Once on my flight, I witnessed United employees requiring a man who used a wheelchair walk all the way to the back of the plane despite him requesting a closer seat. When several passengers complained about this, the United Flight attendants ignored them and said nothing. The plane I was on had to stay in the air for a full extra hour right outside of Denver International Airport because there was no gate for the plane to land at. Because of that delay, I missed my connecting flight. When I got to the gate I asked the United employee if the flight had already departed and she just shouted ÃÂYep. Customer Service!ÃÂ And directed me to the other side of the airport where I stood in a line for 2 hours. The line consisted of 100% United customers, showing how many issues the airline was experiencing. After waiting 2 hours in line I was told the next flight out is the next morning and there is no ability for United to provide hotel accommodations for my overnight stay in Denver. The supervisor I spoke to was dismissive and unhelpful and told me ÃÂIÃÂve slept in the airport numerous times. I have other people to helpÃÂ and walked away before I could respond. I never once received even as much as an apology from United Staff. Needless to say I will never be flying United again, and just wanted to get the word out about how poorly United Customer Service dealt with my flight(s) every step of the way. I am so disappointed with this airline and how they treat their customers, itÃÂs just completely unacceptable.",Negative
"My hopes were high. I'm working on my pilot training and I was enjoying looking at the equipment and the airplane. So we were delayed by weather, it happens. No problem. We were delayed by 5 hours. Had to turn around to DIA. OK, no big deal. Then we are told they are going to refuel, then they aren't, then they say to come off the plane. Then we're told we can leave, we aren't captive ... which got my attention. Then we were informed that we can either wait another 6 hours in the closed airport for the next flight out or we can reschedule. There are parents with kids and elderly folks having to make this decision at 2am. The united staff I interacted with were very nice however, the corporate spokesperson left a lot to be desired. My time is valuable, in the end I didn't feel like that was respected. There are other options they could have offered. For the folks waiting in the concourse for the next 6 hours, I am sorry. I'm glad I can go home and sleep. I'm going to travel internationally this year, there is no way I would want to consider traveling with them based on this experience.",Negative
"Our worst airline experience ever! There were ten (10) time changes (delayed flight) prior to this flight being cancelled ! At first we trusted that the flight would eventually take place and decided to go to the United Lounge for which we had valid passes. When we got there we were informed that our valid one day passes would not be honored ! This after taking a shuttle bus to a different terminal where the only open United Lounge was located. At this point we had to find another place to eat and relax. After checking luggage and going through security we waited about five hours before we realized that United was playing a game. We felt quite sure this flight would be cancelled at this point so we went to the customer service desk and cancelled our reservation and got a refund ( which takes approximately four days to credit your account!) We then had to go retrieve our luggage. That was the only bright spot in this mess ! It only took about fifteen minutes to get or suitcase back and the ladies at the luggage claim were very helpful. But the damage caused by this poor excuse for a business goes way beyond the flight tickets : $290 for hotel reservation cancelled, $300.00 for Pirates tickets not used, $100.00 for taxi service both ways and a small amount for tickets to the Aviary. Not to mention the cancelled plans ( made well in advance ) with friends ! We will never fly United again. I addition I will be closing my Chase/ United credit card. Also, while waiting at the customer service desk for our turn we had to listen to a very large number of people who had their flights cancelled as well. I have never seen that many angry customers in one place at the same time ! What I would say to United is that we can and will take our business elsewhere in the future. Your airline is not of any value when you obviously are not capable of running it in a professional, forthright fashion. Not so friendly skies at all.",Negative
I want to thank Vinay from United Airlines in Newark for helping my coworkers and I. He was very patient and helpful in helping us with our needs as we had many baggage. Thank you so much. Five stars Vinay!,Positive
"Worst experience I have ever had flying. Constant flight delays, cancellations. I was either in flight or at an airport for a solid 26,hours this week in route to destination on Monday and again today. I arrived today at 6:15 for my 8:25 am flight from St. Louis to Chicago. At this writing it is currently 8:49 PM and I am still in Chicago waiting for my connecting flight back home to Jacksonville, FL. This is a solid 14 hours for just today. The issues today have ranged from late flights coming from other locations to waiting on staff to technical issues. I will never fly this airline again.",Negative
The absolute worst airline. We circled around Kansas City for 45 minutes due to bad weather then we landed in Wichita where we have been sitting for 2 hours to ÃÂrefuelÃÂ the plane before we can continue on. Prior to todayÃÂs flight they changed our plane 3 different times and dumped us on a tiny puddle jumper plane that apparently can barely hold enough fuel for a short 1 1/2 flight. I will never fly United again.,Negative
"IÃÂm not one for writing reviews but I had to do this one. I just wanted to say thank you to the pilots that were flying the United airlines flight 2030 from Denver to Philadelphia on august 5, 2021, you give my 4 years old a wonderful experience. When he left the cockpit and we went to our seats he said mom, it was so nice meeting the pilots. He told everyone around us that he flew the plane. Once again I just wanted to say thank you.",Positive
"Woke a 4 am for early flight and paid extra to arrive by noon to make most of a one week vacation. However, told at airport of delay resulting in all day and evening at the airport, breakfast, lunch, and dinner. Went to customer service at airport for help only to be told canÃÂt help. So looked up called customer service online and called only to be on hold for 30 minutes then just told to fill out customer care form online. Then we filled out form online as instructed and received an email saying will review in 25-30 days. Must be because so many have had issues and so many to review. Worst travel experience to date with no help or compensation for lost day of vacation and cost of rental care and hotel for the day. A two hour delay is one thing but 9 hours later is ridiculous. Unacceptable United!",Negative
"I fly relatively frequently for work, vacations, family visits, etc. I usually choose the cheapest flight that coincides with the dates of travel I need. However, I cannot excuse the pattern I've experienced with United Airlines. Again, since I typically choose the cheapest ticket price, I have flown United, Delta, American, Southwest, and Allegiant many, many times. I have experienced a trend with United that I have not experienced with any of the other carriers (including discount Allegiant). I would estimate that 35-40% of the United flights I have bought for the last 10 years have been delayed or canceled. Several times, this has resulted in an inconvenience. For example, my current experience is this: my return flight from Gillette, Wyoming to Denver was delayed by 2 hours. I received two texts that informed me that it had been delayed further. When u finally got to Denver, I had missed my connection flight to Nashville. After I de-planed, I spoke to the attendant at the flight desk. When I asked, he stated that the plane had been delayed due to maintenance and instructed me to go to the customer service desk to get my flight rescheduled and get hotel accommodations. When I did, I was informed by the customer service Manager that they couldn't do anything to help with my hotel. He stated that flight had been delayed by almost 2 hours due to the FAA air traffic control department. I asked him what that meant. He only vaguely explained and reiterated that United Airlines could not help with my hotel room. Therefore, I looked up all the hotels near the denver airport, and wouldn't you know it, they were from $150 - $550 per night. It was only 13 hours since my new flight left, so, I opted to sleep on the floor in the airport. I woke up multiple times, but made my way to the rescheduled flight and boarding time of 7:30 am. When I arrived at gate B60, I found that my flight had been, yet again, delayed over 4 hours due to ""maintenance issues"". I checked priceline to see if another flight could get me home. I found a flight at 10:00. I approached customer service to inquire about that flight. They informed me that flight had been delayed TOO. Therefore, my flight from Gillette to Denver was delayed and rescheduled for the next day. Then, that flight was delayed for over 4 hours. In addition, the two other flight to Nashville were also delayed. In addition to all this, I was beside a guy in the customer service line that had 3 flights delayed in one day. He had his Newark flight, Albany flight, and Denver flight ALL delayed on the same day that my flights were delayed.  I will never fly United again. As a matter of principle, I will pay the higher prices for plane tickets to fly another airline. I have flown Delta and American as frequently as I have flown United without 40%+ of the problems and delays.",Mixed
"I purchased a round trip ticket from Tampa, FL to Killeen, TX for travel dates July 29th thru Aug 11, 2020. The first leg of the trip went without any issues. Yesterday Aug 11, I was scheduled to leave on the flight from Killeen, TX to Tampa, FL. with a departure time of 7.10 am. I do have to remind you Killen, TX airport is a very small regional airport and United has 2 flights a day out of there. I know the suggested arrival times at major airports, which is important due to the number of passengers and the distance you might have to walk to your gate. This particular airport the departure gate is almost within sight of the ticket counter. I arrived at the airport 40 minutes prior to my departure. As I enter the building I notice the only agents there are working American Airlines and there is not one person in this area other than myself and the 2 agents working American. I walk up to the counter and they informed me that the United Agents must also work the gates so they close the ticket counter 45 minutes prior to flight time. (There are no self service kiosks in this airport). I proceed up the stairs and approach security. I explain my situation to them and the one gentleman says ""I will take your ID over the the agents at the gate, and I know they will print a ticket for you there, as I have done this before"". He comes back and tells me that they said they would not do this, that I must reschedule. I call United to reschedule for the later flight and the agent on the phone tells me it will cost $238 for a new ticket since I missed my flight. Why? So about 10 minutes later I call again, this time the agent tells me I must buy a new ticket and it is $186. So, why the difference in 10 minutes? I am at this point very upset. I sit down to try to compose myself. I walk down to the American Airlines counter and the 2 agents working there are aware of what is going on with my issue. They were so kind and informed me that this does happen often, but American will rebook your flight for you with no charge as they understand that sometimes there are traffic issues that can hinder your travel times. Once I composed myself I decided that I would not rebook with United, and went to the American Airlines counter and purchased a ticket from them. It was a much better flight and I was scheduled to be home much earlier. I am very upset over this situation and have vowed to never travel United Airlines again. I hope this never happens to anyone else, and I am Positive I will never travel United Airlines again. Customer Service is very important to a business!",Mixed
"I will forever be grateful for the wonderful customer service that was provided by Stephen Serrano. My husband and I were traveling to Cancun for our honeymoon, and we were running late. Stephen did everything to try to help us get on the plane. We ended up having to take the next flight, but we made it. Stephen made multiple attempts and tried different methods to get us to board (he went above and beyond). We tried to tip him to show our gratitude and he didn't want to accept. He was very patient and kind. I am not one to write a review, but Stephen deserves to be recognized. We had a great time, and it was all thanks to Stephen. Location-IAH (Ticketing area)",Positive
"My flight from LAX was 30 minutes late to arrive and take off to Houston. This made me almost miss my connecting flight from Houston to Atlanta. The plane had been sitting on the tarmac for 20 minutes before we moved after landing and I got the text that my connecting flight from Houston was boarding when we landed from LAX in Houston so I had to run across the airport carrying luggage to make my flight right before they closed the door to boarding. I have a physical disability that makes having to run and carry luggage very painful. I was lucky enough to barely make my flight only for my checked bag that I paid for to not show up at the airport. I dealt with the baggage claim office and was told it was still in Houston but would be delivered the next day between 1-6 pm. On the automated service I was told my bag was picked up around 4 pm. Online it apparently wasnÃÂt picked up until 6:05. When I spoke to an agent it was picked up at 6:15. She told me my bag would take 6-8 hours to deliver but they stop residential deliveries after 11pm which means IÃÂll have to wait another day to have my bag delivered in the morning. I landed on the 9th and will have no baggage until at least the 11th and I leave on the 12th, meaning no clothes, soap, underwear, or toothbrush to use. I have to come out of my own pocket and replace those items so that I can actually have basic hygiene. I donÃÂt even live here, IÃÂm visiting. Additionally you have to wait until you GET YOUR BAG to even request a refund or compensation for anything you had to replace.  IÃÂll have 1 day with baggage before I have to fly back home. Worst trip ever. Never flying with them again. Terrible seating, terrible service, terrible airline. The only redeeming quality about my flights was the very competent flight attendants.",Negative
The absolute worst airline. Charged me $100 for my suitcase. Boarded 30 min late just to tell us we have to get off because of technical difficulties. I though that should be checked before we even come on. Then we arrived 20 min later then they said we would. Then had us wait an hour to inboard the plane.,Negative
"This is a review on my return flight from Portland to Newark. Arrived at the airport for the return flight on August 10th. They had cancelled my flight and rescheduled me and my husband on a return flight on the 11th without any notification whatsoever. They gave Me three choices; take a bus to Boston ( 2 hour ride), and take another plane home, find a hotel room and fly on a non-direct flight (7 hours instead of an hour and a half) or get a refund( if it goes through corporate). Is this good public relations? And to make matters worse, I have to attend a funeral tomorrow at 12 PM. If you cancel flights, you should take responsibility for getting your customers home in a timely manner.",Negative
Terrible airline. Made us board and disembark plane three times while waiting on dispatch. When the flight was finally cancelled they staff was zero help in helping me find a new flight and refused to give me a refund. Never using United again.,Negative
I will never fly United again. On August 10th we departed Portland for Cincinnati via OÃÂhare and got grounded in Madison WI overnight due to bad weather. An early morning flight was rescheduled for OÃÂhare and they could not find a pilot so that flight got delayed until 3 pm. Our flight to Cincinnati was rescheduled for 9pm Cincinnati time. We decided to rent a car to drive home from OÃÂhare since we have no faith in United. We will arrive home an entire day late. They just donÃÂt seem to care.,Negative
Worst airline. DonÃÂt fly with United. They keep changing your flight and times. Then their rude at the same time. Very inconsiderate for the people flying with them. ItÃÂs one thing to make a change but doing it five times for a two hour flight. No explanation as to why and then rude to the customers.,Negative
Why did we have to wait more than a hour to get our bags. If you was allowing people to bring their carry on into the plane we wouldnÃÂt have to be waiting for a carry on luggage at the carousels. United Airlines charge $35 for a carry on and we still have to put it under the bottom of the plane.,Negative
"United has absolutely imploded on itself. We had nothing but problems to get to our honeymoon in Hawaii. We requested a refund for a missed flight due to the airline's fault, and we received hardly anything. The most aggravating thing is they won't even speak to you in person, you must email them. They messed up our bag refund, and no one will fix it. Horrible customer service and overall experience.",Negative
"Worst experience ever. You can purchase anything on board only if you have an app installed, but I donÃÂt want their app on my phone. Fun fact: for some reason their WiFi wonÃÂt allow you to go to App Store so you wonÃÂt be able to download their app even if you want to and if youÃÂve paid for the internet. If you like to be forced to do something you donÃÂt want use this airline. I suggest to avoid it altogether. There are way more better carriers on the market.",Negative
"Take off was okay. Landing was too rough. I'm in the front seat 1st class. I slid off under my tight seatbelt and had to use both my feet and legs to stop me from slamming forward. The same thing with the person next to me. He had to use his feet to break himself from slamming forward as well. I paid 1st class for comfort on my back, but that landing aggravated my sciatica. Bad asset to your company. My seat, 1A cannot be reclined. It's broken or needs to be lubed. Where are your maintenance workers?",Negative
"My mom is very sick and I am traveling to visit her, my tensions are extremely high. I called United the day before my flight to make sure I knew what to do to check my bag, they gave me wrong information. I also asked to confirm I had tsa precheck, they also gave me wrong information. This caused me to have to get on extremely long lines multiple times. I missed my flight by 5 minutes, even though I had been messaged that the flight was delayed 15 minutes. They say they close the doors 10 minutes pre take off, so they should have let me board. As soon as I booked to the next flight, it was delayed an hour. Mechanical. My connecting flight in Houston only had a 35 minute layover, so I was screwed. The flight was delayed two more times. I arrived in Houston around 9pm and went to reclaim my bag so it didn't get lost. After waiting for an hour and a half, I was told that against protocol, the bag went on to Mexico. I have zero confidence in the security of my bag waiting in the Mexico airport from 10pm tonight to 10pm tomorrow night. I have spent probably a total of 4 hours on the phone trying to resolve issues. The last time I flew in June, there was an hour plus mechanical delay. When I got to Houston, the flight was delayed from 3:40 until they cancelled it at 11:30pm. I had no choice but to sleep in the airport. The flight was rescheduled to go out the next morning. I am so upset I could spit. Customer service has been entirely unhelpful and unsympathetic. It is a sad state of affairs that people who work in a line of business that is integral for our population are such a miserable bunch not to mention the way this company conducts business is abysmal and appalling.",Negative
"One of the worst airlines I have ever flown on. Every single flight and connecting flight was delayed. No accommodations made by the airline when their delay caused me to miss my connecting flight. Had to spend extra money to try and get to my final destination. Would highly recommend spending the extra money to fly a better airline (Southwest, Delta, Allegiant etc.)",Negative
"Last week i flew six flights with United. All were excellent and on time except one which arrived in IAH 30 minutes late. i went through DCA, ORD, DEN, PSC, SFO, IAH and TPA. I never met a rude FA or gate agent although there were many rude passengers. Service was as advertised and flights were as comfortable as you could expect. Still some small aircraft in service but it is manageable. Food and drink is sparse but there are many options at airports to buy and carry on. Planes are packed and everyone needs to take precautions against COVID. However, if you wish to fly, United is a great choice and you will receive far better treatment than the discount carriers.",Mixed
"We traveled from St. Louis to Maui with a layover in Denver. IÃÂll start by saying that all flights departed on time and the layover times were short but left no time for delays if needed. The staff was mostly rude and argumentative. With the mask mandate they were like wardens in a prison. God forbid you wanted to eat or drink on the flight you had to do it with your mask on. One flight attendant even shoved the policy in a passengers face when he asked about the policy because the attendants voice could not be heard over the loud speaker. The seats on the plane do not recline and was super uncomfortable for a 7 hour flight. The inflight movie was a nice bonus if you remembered to bring your own headphones. While traveling to Maui they require you fill out a form, however they will not provide you with a pen. We had to get out of our seats and ask other passengers for a pen, which violates their COVID protocol. I would recommend looking at a different airline.",Negative
"United Airlines is one of the most unprofessional airline IÃÂve ever flown with. It was my first and my very last time flying with them. IÃÂm in the military we were stranded in Denver due to the fact your employee broke my cooler and had the audacity to not released my stuff knowing very well I have a connected flight. What upsets me is how inconsiderate your airline was, I had a 1 month old baby with me who I had to delay going back to because your staff lack knowledge to release my broken package to get on my next flight. I also had to book new flight with United because me and my son missed our flight. Only for you to broke his car seat at our final destination.",Negative
"Both segments were awful. The single agent for both segments was overwhelmed, overworked and understaffed which made them incompetent. Almost wasnÃÂt able to get on the flight because on the front end, despite my being at the airport 1.5 hours early - she couldnÃÂt get a bag tag to print and refused to manually send my luggage and literally left me at the ticket counter holding the bag with no agent. On the return, my boarding pass didnÃÂt scan, despite her issuing it to me, and she couldnÃÂt get it to work and wouldn't let me board the aircraft. I was coming from an international flight and was up for over 24 hours at that point and broke down in tears. She finally let me board the plane without a scanned boarding pass. I am not one to cry - but I cried on both ends of this flight.",Negative
"The service was bad, the staff was very rude. The seats did not lean back and they had separated me and my brother and niece from sitting together. I would never fly United again.",Negative
"Flight UA950, IAD-BRU on July 30, 2021. Shout out to the Premium Plus crew who made what should have been an awful flight just that much tolerable thanks to their extraordinary service. For starters, United Airlines has a rather pathetic hard product. While the 787-10 itself is a great aircraft, the Prem Plus class in United is way below standards. Here are just the most annoying of the many issues I encountered: - Cannot make advance choice for vegetarian food - While seats are wide, the recline is not at all what one would expect for the price of Prem Plus. - No headphones provided in Prem Plus (unbelievable) and when I requested one, I was offered the one from Economy (decided to use my own phone headset instead) - They ran out of vegetarian option for dinner before they got to my seat (yes - that is the 3rd row from the front in Prem Plus!) - They literally dump all the food, snacks, drinks on a plate all at one time, crowding out the tray table. However, we had an outstanding crew that did their best with the limited resources United gave them in a totally packed flight. Very attentive service and I did not have to make a second request - the FA remembered what I asked once and tried to provide it through the rest of the flight. One of the best FAs I have had the pleasure of flying with. She saved the day for United. Turned what would have otherwise been a ""Never again United"" into ""Maybe worth another shot"" feedback.",Negative
"Worst experience ever, I am traveling with infant and I couldn't think of a worst experience than this. First we arrived @ airport @ 3am to catch a flight that doesn't even exist. They said it was not their fault cause I didn't buy directly with them. So we finally arrive at Houston, here, they started delaying our flight every 30 to 40 minutes, it is now 7 pm and I still have no answer. Laying on the floor with my 18 month old. This is not only happening to our flight, theres 27 flights with problems of delay or insufficient crew members.",Negative
"I flew United Airlines UA2251 from New York to Mexico City on 27July 2021 I was told there would be no food service on board but would be able to purchase food and drink, that was not the case. I was told that unfortunately they were unable to load the food and drink on the aircraft in New York. I accepted that and completed the journey, on our way back from Mexico city with flight UA2252 we encountered the same problem. We were however offered soda, water, pretzels and biscuits on both flights for free. On top of that they offered in flight entertainment on the return flight only, with no headphones, again I would have had no problem in purchasing head phones from United Airlines. I felt that for an airline as big as United Airlines they could have made food available for purchase to the passengers. I for one would not have an issue with purchasing a sandwich and a beer at an extra charge. How difficult could that have been for United Airlines? What has happened to the upsell? I have been on airlines in Zimbabwe where they offer food for purchase on board flights and am shocked and disappointed that a third world country could offer a better flight experience than United Airlines. Come on guys get it together, I probably won't fly with United ever again because of this.",Negative
"The worst experience IÃÂve ever had. First, my plane from SBA was delayed an hour before the pilot announced we need to fly to Phoenix to get fuel because they donÃÂt have any. We fly to Phoenix and get fuel and finally make our way to our destination where I missed my connecting flight. They did give me meal vouchers and a hotel room however, it was 10 at night and everything in the airport was closed so I was unable to feed my children that night. Got to my hotel room and thatÃÂs a whole different experience. My flight didnÃÂt leave until later but I had to check out of my hotel room at 12 so I stayed at the airport nearly all day with my two tired children until take off. My plane finally arrived (still United) and THAT plane was delayed. Sat on the plan for an hour and a half waiting for the problem to be fixed. Taking off 2 hours later. Absolutely ridiculous",Negative
"Customer care is horrible. Not at all pleasant to talk to. They will never provide any options. There are no choices left for the customer. Aviation being a hospitality industry, such kind of behaviour is at least expected. For the past three times this year, my flights have been cancelled and I have been left with no options. The reason is weather conditions. United Airlines aircraft are supposed to be the best ones, one can easily doubt the cancellation reason. A passenger who has been in the air for the past 24 hrs, the airline wants that person to be waiting in the smallest terminal with no food options no proper lounge area for another 6 hours.",Negative
