review,target,cleaned_review
I just wanted a direct flight to dhaka without a stop over that would double the travel time. The reception was pleasant. Business class service and food were excellent. Drinks were only juices and soft drinks. The headphones were great at keeping out noise and IFE was good. The main negative point. I would fly them again.,0,wanted direct flight dhaka without stop would double travel time reception pleasant business class service food excellent drink juice soft drink headphone great keeping noise ife good main negative point would fly
The flight was delayed due to the late arrival and the cabin crew was very courteous.,0,flight delayed due late arrival cabin crew courteous
"The service was good. The flight was on time and the staff was friendly. The economy class seats were crowded, but that's normal for low cost flights around the world.",0,service good flight time staff friendly economy class seat crowded thats normal low cost flight around world
"The service is reliable even though the airline is congested. It is good, but needs a bit of an upgrade in terms of interior maintenance. People can pass time by watching in-flight movies.",0,service reliable even though airline congested good need bit upgrade term interior maintenance people pas time watching inflight movie
"It's true that it has a bad reputation in providing services, but it may be that I got an above average service.",0,true bad reputation providing service may got average service
There is a small airline. Does not have enough leg room. People were having trouble with their luggage. Staffs were willing to work with each other. The food was average. I found a long queue at the toilet. The flight was delayed only 10 minutes. There was a limited number of movies. They provided a pair of headphones.,0,small airline enough leg room people trouble luggage staff willing work food average found long queue toilet flight delayed minute limited number movie provided pair headphone
"pilots are great, big planes, but they always delay flight times and their food is not good An older plane model ac wasn't working on the flight from Dhaka. The flight from coxs to Dhk was great with a newer plane.",0,pilot great big plane always delay flight time food good older plane model ac wasnt working flight dhaka flight cox dhk great newer plane
"One of the government services in Bangladesh. Unfortunately, they did not give a perfect service. The pilots are very experienced.",0,one government service bangladesh unfortunately give perfect service pilot experienced
"Biman is a very basic and simple airline but you get an acceptable level of service as long as you don't expect too much. We can't expect anymore. You should expect more from the experience. The seats are comfortable for a long flight. Biman planes are better at time-keeping and schedules are more reliable because of this. Biman flight hosts and hostesses disappear after serving food and never return. The flight crew are usually not in a good mood, so be careful how you interact with them. In these days of political correctness and hurt feelings any raised voices or harsh words will result in massive problems for you. Don't shout. Stay calm. A safe and hassle-free flight to Sylhet is what you want. There is only one way to get to Siberia from the UK. We have no other choice. Don't let the flight crew's sadness affect your trip. They should be left to wallow in their depression. I have sympathy with the flight crew as they can be some of the most uncouth and uncivilised people you will ever come across, but just say 'Thank you' and smile at the appropriate times. Sylhetis are some of the most engaging and fascinating people to spend 9 hours on a plane with. Don't use the loos if you can. The loos are not usable after a couple of hours. Your real problems will begin as soon as you land in Sylhet, so use the time to watch a movie, get some sleep and save your energy. Biman personal in Sylhet and Dhaka airports are crooks. In Bangladesh, criminals who are in jail are given uniforms and jobs at the airports. Don't trust any of the bandits. If you go away from the banditry of the airport, you will discover that Sylhet and Bangladesh are the most beautiful places you can visit. There is a juxtaposition of modernity and innovation with old and classical traditions. You will be welcomed with open arms by the local people who will offer help and assistance. The people in Biman Bangladesh Airlines and the airports do not represent the best of Bangladesh, so I would recommend Biman Bangladesh Airlines. There is nothing else to do at the time of writing. 9 hours after you get on the plane, you're in Sylhet. I am very grateful for that.",0,biman basic simple airline get acceptable level service long dont expect much cant expect anymore expect experience seat comfortable long flight biman plane better timekeeping schedule reliable biman flight host hostess disappear serving food never return flight crew usually good mood careful interact day political correctness hurt feeling raised voice harsh word result massive problem dont shout stay calm safe hasslefree flight sylhet want one way get siberia uk choice dont let flight crew sadness affect trip left wallow depression sympathy flight crew uncouth uncivilised people ever come across say thank smile appropriate time sylhetis engaging fascinating people spend hour plane dont use loo loo usable couple hour real problem begin soon land sylhet use time watch movie get sleep save energy biman personal sylhet dhaka airport crook bangladesh criminal jail given uniform job airport dont trust bandit go away banditry airport discover sylhet bangladesh beautiful place visit juxtaposition modernity innovation old classical tradition welcomed open arm local people offer help assistance people biman bangladesh airline airport represent best bangladesh would recommend biman bangladesh airline nothing else time writing hour get plane youre sylhet grateful
"Biman Bangladesh Airlines is good for domestic routes, but never traveled out of Bangladesh, so I can't tell you about it. The price is reasonable because the airlines are owned by the government. It has timing issues.",0,biman bangladesh airline good domestic route never traveled bangladesh cant tell price reasonable airline owned government timing issue
"The flight was re-scheduling a night before we were supposed to leave, but we didn't know, we got lunch at the airport lounge, and the meal was poor. The flight was smooth. The seats and comfort are average. No in flight entertainment.",0,flight rescheduling night supposed leave didnt know got lunch airport lounge meal poor flight smooth seat comfort average flight entertainment
The service man and the supervisor woman at the check in counter at the airport were not helpful at all.,0,service man supervisor woman check counter airport helpful
"It is business class, but not as you know it. If you are used to other major carriers. It is the only direct flight from LHR to DAC, with a 1 hour stop in sylet, and for $1K and change, it is hard to complain. The seats on the aircraft are almost fully flat for sleeping. The food is cheap compared to what you would expect from business class. Bollywood films are much more modern and better quality than the western films that are provided in the 10inch screen in the seat in front. If you own a set of headphones, use it with your own set of headphones, because they crackle lots. It's rarely possible to charge up with theusb in the seat. The only complaint I have is that the staff seem to think that they are doing you a favor by allowing you onto their plane. If you're a frequent visitor of Bangladesh, I don't pay much attention, but if you're on your first trip with Biman, they are very friendly and helpful, just try to look past the time it takes for them to do anything. I travel Biman on average three times a year, and I always recommend the national carrier of Bangladesh for both work and tourist visits. The flight from London to Dhaka will be delayed by around 2 hours. It is never on time. When you leave for the UK, security at Dhaka is very intensive, so you should prepare for a long Security queue on the way back.",0,business class know used major carrier direct flight lhr dac hour stop sylet k change hard complain seat aircraft almost fully flat sleeping food cheap compared would expect business class bollywood film much modern better quality western film provided inch screen seat front set headphone use set headphone crackle lot rarely possible charge theusb seat complaint staff seem think favor allowing onto plane youre frequent visitor bangladesh dont pay much attention youre first trip biman friendly helpful try look past time take anything travel biman average three time year always recommend national carrier bangladesh work tourist visit flight london dhaka delayed around hour never time leave uk security dhaka intensive prepare long security queue way back
"Biman was an emotional choice when he returned from Umrah. It was hard to accept service. After boarding, the cabin was too hot to start the AC without starting the engine. It was necessary to sustain for some time. Didn't like the food. The flight was delayed by an hour. Biman lags a good deal in terms of service compared to other careers. Hope that Biman will return to its former glory.",0,biman emotional choice returned umrah hard accept service boarding cabin hot start ac without starting engine necessary sustain time didnt like food flight delayed hour biman lag good deal term service compared career hope biman return former glory
"It has enough leg room. Our bus transport back in Zimbabwe is better on those fronts, besides that the rest is just average, no entertainment at all, not even usb ports to charge a phone.",0,enough leg room bus transport back zimbabwe better front besides rest average entertainment even usb port charge phone
"The airlines are called Biman bangladesh. The airline company did a good job on time. Good food. Check in counter staff, not smart people.",0,airline called biman bangladesh airline company good job time good food check counter staff smart people
I traveled with my family and relatives to Mecca. The craft was clean and the crews were helpful. The passengers were dirty and the toilets were filthy.,0,traveled family relative mecca craft clean crew helpful passenger dirty toilet filthy
"Words you don't want to hear on a plane are: ""Inshallah, we will arrive in Dhaka"". Biman Bangladesh Airlines is partly transcribed from English into Bengali. Shahjalal International Airport in Bangladesh is its main hub.",0,word dont want hear plane inshallah arrive dhaka biman bangladesh airline partly transcribed english bengali shahjalal international airport bangladesh main hub
Everything was as expected. The aircraft was old. Food was good and the service was good. The handling of baggage was slow.,0,everything expected aircraft old food good service good handling baggage slow
I use business class because of the good price. Service is okay. Food selection is good. Entertainment is not up to par.,0,use business class good price service okay food selection good entertainment par
"Biman has many criticisms about the service, mainly for lack of on time departures, but the flight I took to KL from Dhaka was fine. The plane was clean and new. The food was good, but the portion was less. The lack of planes in the fleet causes the flights to be delayed. Many flights are delayed due to bad weather or mechanical issues. I would fly Biman again if the fare is low and the schedule is convenient.",0,biman many criticism service mainly lack time departure flight took kl dhaka fine plane clean new food good portion less lack plane fleet cause flight delayed many flight delayed due bad weather mechanical issue would fly biman fare low schedule convenient
There are a lot of complaints about this airline. I've seen both the best and worst of flights. Worst thing would be flight delays and not so helpful staffs and best thing would be friendly helpful staffs with nice experiences. It's not certain what kind of service you're going to get. Things are getting better in my experience.,0,lot complaint airline ive seen best worst flight worst thing would flight delay helpful staff best thing would friendly helpful staff nice experience certain kind service youre going get thing getting better experience
"Bangladesh Biman are trying to make improvements if they are to attract a more diverse passenger group and shake off their reputation for poor customer service. The attitude and performance of the cabin crew were good, even though my flight out from LHR left 30 minutes late. There was no apology or clear announcements on the return journey, with disinterested cabin staff and an unattractive menu. They can't arrange priority boarding for business class passengers. Biman's main problem is that they can't provide consistency or continuity in standards and you never know what quality and standard of journey it will prove to be. If they are ever to deliver a comparable brand and service to most other flying in/out of Dhaka, they must have a more corporate strategy. It has a good value for money on a business/executive class ticket.",0,bangladesh biman trying make improvement attract diverse passenger group shake reputation poor customer service attitude performance cabin crew good even though flight lhr left minute late apology clear announcement return journey disinterested cabin staff unattractive menu cant arrange priority boarding business class passenger bimans main problem cant provide consistency continuity standard never know quality standard journey prove ever deliver comparable brand service flying inout dhaka must corporate strategy good value money businessexecutive class ticket
The flight service was excellent and the seat was comfortable. The economy passengers have to queue with the priority boarding passengers. There is no fast track pass for immigration.,0,flight service excellent seat comfortable economy passenger queue priority boarding passenger fast track pas immigration
"The last time I traveled by this airline, I missed my trip to Thailand because of the late departure. The flight service is average. The food was good and the take off was smooth. Timing was not a bad experience.",0,last time traveled airline missed trip thailand late departure flight service average food good take smooth timing bad experience
The office in Kathmandu is stuck in the 90's and the airline is a joke. Brazilians should think twice before booking them. At least the crew were friendly.,0,office kathmandu stuck airline joke brazilian think twice booking least crew friendly
"Biman is the only flight that flies from London to Bangladesh. It takes between 10 and 12 hours to get to Dhaka. I love the take-off and landing of Biman, it is so smooth. All the Boeings are great but once due to some issues they have rented Turkish airlines and I think the size was a bit smaller than our Boeings, where at the end hours I had breathing issues. I have never called the flight attendants for any issues, but they were fine with their regular duties, and the main problems are with ourselves. People are smoking in the toilets and the attendants are running after them. During the time of landing, passengers are not listening, they are not seating, and they are taking out their cabin luggages, which can cause serious accidents. They fight over who can get off first, is it a local bus or something? When all these passengers are in a hurry, I always keep seated and get off. Our passengers ask for food, block the alleys, and make the toilets dirty. The people who work for Biman have a problem. I was in Bangladesh and had to change my flight date because of a fine, but the officers said there was nothing left. They asked for a bribe and offered seats. I have to go back to London. The flight was not full and they lied about the seats. We are two and I like to book 3 seats in a row. You can keep some movies in your gadgets if the TV in the back seat doesn't work. It is not great but it is not bad.",0,biman flight fly london bangladesh take hour get dhaka love takeoff landing biman smooth boeings great due issue rented turkish airline think size bit smaller boeings end hour breathing issue never called flight attendant issue fine regular duty main problem people smoking toilet attendant running time landing passenger listening seating taking cabin luggage cause serious accident fight get first local bus something passenger hurry always keep seated get passenger ask food block alley make toilet dirty people work biman problem bangladesh change flight date fine officer said nothing left asked bribe offered seat go back london flight full lied seat two like book seat row keep movie gadget tv back seat doesnt work great bad
"Biman takes a half hour trip from KOL to the other side of the country. The last time I was on this route with Biman, the flight was suddenly delayed. I was supposed to reach Dhaka at 9 pm. It became a safety issue for a solo traveler. Thankfully, I was able to get a cab to leave the airport after midnight. Damn! Standard service from an International airlines is expected in the near future.",0,biman take half hour trip kol side country last time route biman flight suddenly delayed supposed reach dhaka pm became safety issue solo traveler thankfully able get cab leave airport midnight damn standard service international airline expected near future
This is the only direct flight from Bangladesh to London. Biman flew us from London to Dhaka with my wife. The overall service was good.,0,direct flight bangladesh london biman flew u london dhaka wife overall service good
"The CCU-RGN route has a plane change at Dhaka. This is the most economical and efficient route that you can take to reachMyanmar from India. There were delays in the Kolkata-Dhaka and the Yangon-Dhaka segments. Passengers don't get stranded if the connecting flights are delayed. This deliberate delay was good for us. We paid about 14500 for each round ticket. Not cheap (compared to European no frills airlines for the distance), but considerably cheaper than competition like Air India. Food is provided in such flights.",0,ccurgn route plane change dhaka economical efficient route take reachmyanmar india delay kolkatadhaka yangondhaka segment passenger dont get stranded connecting flight delayed deliberate delay good u paid round ticket cheap compared european frill airline distance considerably cheaper competition like air india food provided flight
I didn't get that airbus because it was used for Hajj flight. The first row of economy seats gave us more space than other seats. The seats are small and not comfortable.,0,didnt get airbus used hajj flight first row economy seat gave u space seat seat small comfortable
"The flight was delayed for a while. Biman is still late at times but it has recently recovered from its reputation of being always late. Being the national carrier, I expect better service in terms of ground and luggage handling. I think in-flight attendants could be a little more careful with passenger demands.",0,flight delayed biman still late time recently recovered reputation always late national carrier expect better service term ground luggage handling think inflight attendant could little careful passenger demand
Older planes have more space than newer ones. The newer planes have nicer interiors but are small. The food and service are good.,0,older plane space newer one newer plane nicer interior small food service good
An old aircraft. There is a shabby interior. A less expensive carrier will allow you to forget other short comings.,0,old aircraft shabby interior less expensive carrier allow forget short coming
"The aircraft was clean and the bites on board were ok, but the major issue was the mosquitos inside the aircraft. The boarding process and transit boarding was messy, but value for money, considering the fact that other airlines for these sectors were expensive.",0,aircraft clean bite board ok major issue mosquito inside aircraft boarding process transit boarding messy value money considering fact airline sector expensive
An airline is flying with an old type aircraft. I was happy that they agreed to allow me an extra 8 kilograms of luggage.,0,airline flying old type aircraft happy agreed allow extra kilogram luggage
"I had to run to catch my return flight because the plane interior was old and not well maintained, there was no leg room, and the flight was delayed for 3 hours or more. I was surprised that the food tasted good. The crews on this flight were very accommodating, helpful and super nice, and they were always smiling and asking you if you need something. The flight attendants are very nice and treat all passengers the same.",0,run catch return flight plane interior old well maintained leg room flight delayed hour surprised food tasted good crew flight accommodating helpful super nice always smiling asking need something flight attendant nice treat passenger
Biman is sad. I flew several times in a plane. The plane was at least 30 years old. There is orange cloth on the seats. The price was correct.,0,biman sad flew several time plane plane least year old orange cloth seat price correct
Biman operates a Boeing plane in this route. Economy class seats were comfortable. The journey was bumpy but the air craft was ok. The flight crews were good but not for everyone. The food was average. I was told that they were not carrying any duty free items.,0,biman operates boeing plane route economy class seat comfortable journey bumpy air craft ok flight crew good everyone food average told carrying duty free item
"I was impressed with the standard of the aircraft. The cabin crews were not good. If they improve the behavior of the cabin crews, they will be even better.",0,impressed standard aircraft cabin crew good improve behavior cabin crew even better
"Inflight service is good. Customer service is good. The seats are comfortable. If the flight is not domestic, you can go to London and New York nonstop.",0,inflight service good customer service good seat comfortable flight domestic go london new york nonstop
The cabin crew needs to be more trained.,0,cabin crew need trained
"The flight was bumpy because of the weather, but the problem was the leg room, my seat number was 19",0,flight bumpy weather problem leg room seat number
"I bought this airline ticket because it was cheaper than other airlines. The flights were delayed. At both flights, the temperature was high, but it became cooler after the first flight.",0,bought airline ticket cheaper airline flight delayed flight temperature high became cooler first flight
There are operated aircraft on the domestic routes. The seating was comfortable and it was not noisy. Passengers on this flight get a hot sandwich. It's not bad!,0,operated aircraft domestic route seating comfortable noisy passenger flight get hot sandwich bad
"I am a frequent traveler and had my first experience with US Bangla. The reason for choosing US bangla is their price. They try to maintain the interior of the aircraft. The Training of the Pilot, I have never felt the landing from Dhaka to CAN on average. The authority should take care of those issues.",0,frequent traveler first experience u bangla reason choosing u bangla price try maintain interior aircraft training pilot never felt landing dhaka average authority take care issue
The check in station is chaotic and awful. It wasn't perfect. The first wheel touched turmac and them both. It was very rare. I don't know why but it was frightening.,0,check station chaotic awful wasnt perfect first wheel touched turmac rare dont know frightening
"The sound of the engine or AC was frightening at times, but the service was good. Their food was good.",0,sound engine ac frightening time service good food good
"After enjoying the holiday, Flown from Chittagong to Dhaka. It was a pleasant journey, except for a bottle of water and no onboard meals. An unusual noise in the first 15-20 minutes was annoying. US-Bangla needs to pay more attention to passengers. Good luck.",0,enjoying holiday flown chittagong dhaka pleasant journey except bottle water onboard meal unusual noise first minute annoying usbangla need pay attention passenger good luck
The flight experience is not good. The bit of noise is not expected. The cabin is not very clean. Good food. The cabin crews were exhausted. They will involve them in 3 flights in a row. The seat was comfortable.,0,flight experience good bit noise expected cabin clean good food cabin crew exhausted involve flight row seat comfortable
"My mother and I flew to Kolkata for treatment. They took care of my mom very well and provided a wheel chair. We are happy. When we arrived in Kolkata, the wheel chair attendant asked for a lot of money, but the US- Bangla Counter officer advised us not to carry anything. We heard it for the first time. The travel was good but the flight was late.",0,mother flew kolkata treatment took care mom well provided wheel chair happy arrived kolkata wheel chair attendant asked lot money u bangla counter officer advised u carry anything heard first time travel good flight late
"I had to go to Chittagong in April of 2016 for an emergency. I got a ticket at the airport. I was satisfied with the boarding and ticketing. It was ok to take off. The staffs were good and the meal was good, but the landing was bad. We were afraid. Nothing happened after the Bless of Almighty Allah Subhanutaala.",0,go chittagong april emergency got ticket airport satisfied boarding ticketing ok take staff good meal good landing bad afraid nothing happened bless almighty allah subhanutaala
They were new to the international routes. Their staffs are not well trained to control their passengers. The food was not good. The journey was ok if I considered it a budget airline.,0,new international route staff well trained control passenger food good journey ok considered budget airline
"Within a week after a tragic incident with this airline, flyingusb was just a wee bit concerning but logic is the opposite. After an incident like this, everything will be checked and compliant. The cabin service was ok and the food was average. The luggage arrived at the airport in less than 40 minutes. I don't think the airline is to blame.",0,within week tragic incident airline flyingusb wee bit concerning logic opposite incident like everything checked compliant cabin service ok food average luggage arrived airport less minute dont think airline blame
The plane was a Dash 8. There was plenty of room between seats and the food was good for a westerner who doesn't like spicy food from the Banglas.,0,plane dash plenty room seat food good westerner doesnt like spicy food bangla
"I use this airline a lot when I travel to Bangladesh and back. The airlines and its cabin crew are well behaved, but the ground crew still needs to improve their handling of people. You have to serve yourself because the aircraft does not have an entertainment system.",0,use airline lot travel bangladesh back airline cabin crew well behaved ground crew still need improve handling people serve aircraft entertainment system
"I took a flight recently. They need to improve on their cabin crew members. While I was coming back, I requested a window seat at the check in counter, but when I boarded, I found my seat occupied by someone else. The overall experience was average but the price they are offering is very competitive.",0,took flight recently need improve cabin crew member coming back requested window seat check counter boarded found seat occupied someone else overall experience average price offering competitive
"I traveled with them twice. It took less than 30 minutes. After the take off, they served some refreshment. It was. The flight was delayed more than two hours. It was expected since it was on the day of ""Akheri Munajat"" of Biswa Ijtema.",0,traveled twice took less minute take served refreshment flight delayed two hour expected since day akheri munajat biswa ijtema
"When you wake up in the morning with a cup of coffee, you'll see a text saying your flight will leave at 6:30pm instead of 3.30pm. I decided to check if there was an earlier flight at the airport. We got the 6pm one. 15 minutes after departure time, the boarding happened.",0,wake morning cup coffee youll see text saying flight leave pm instead pm decided check earlier flight airport got pm one minute departure time boarding happened
"I traveled many times and found the same problem again and again. After several flying experiences, it seems the company really need to work on air conditioning of their aircraft if they don't want to loose passengers in this competitive market.",0,traveled many time found problem several flying experience seems company really need work air conditioning aircraft dont want loose passenger competitive market
It's only through regent when we fly to Chittagong. We flew with an infant. Overall experience was good. Extra care is usually provided by other airlines when travelling with an infant. I had to remind them to provide a seat belt for my baby. It would have been unsafe if I hadn't had prior flying experience with an infant.,0,regent fly chittagong flew infant overall experience good extra care usually provided airline travelling infant remind provide seat belt baby would unsafe hadnt prior flying experience infant
The service is good. The flights are on time and the crews are professional. The aircraft is well mentained and the flights are ok. I don't think the ac is a problem because it feels hot inside.,0,service good flight time crew professional aircraft well mentained flight ok dont think ac problem feel hot inside
We went to Kathmandu by Regent Airways. Regent is the cheapest airlines company in Bangladesh for both domestic and international flights. They are cheap and so we didn't expect much. The meal is ok.,0,went kathmandu regent airway regent cheapest airline company bangladesh domestic international flight cheap didnt expect much meal ok
It was a good flight. Nothing special to mention. The food portion size should increase as it did not clash with my office hours. A tip for credit card holders is to have a good meal.,0,good flight nothing special mention food portion size increase clash office hour tip credit card holder good meal
"The plane was large, but I felt crowded inside. Their sits are not comfortable. Overall, it was average.",0,plane large felt crowded inside sits comfortable overall average
Other airlines provide shuttle service from the airport to the city.,0,airline provide shuttle service airport city
"A snack box and soft drink are included in the 30 minute flight. Within 10 minutes of landing, baggage was on the belt. The check-in and boarding service at the gate was not good.",0,snack box soft drink included minute flight within minute landing baggage belt checkin boarding service gate good
"If you're looking for an airline with strong domestic connections, this is a good choice. All the other national carriers fly on these routes. They just transport you and there is no inflight entertainment. The quality of refreshment was poor. It has a poor on time performance. If you're flying within Bangladesh, look to travel by Novo Air. I would like to say that they're expanding. With the expansion of their fleet, I hope they expand their management and bring in more professionalism.",0,youre looking airline strong domestic connection good choice national carrier fly route transport inflight entertainment quality refreshment poor poor time performance youre flying within bangladesh look travel novo air would like say theyre expanding expansion fleet hope expand management bring professionalism
"They used to be a benchmark. Leg space is too crowded for a budget airline. The seats are not very comfortable and need to be changed. The food is good, the service is good, and the attitude of the crew is average. The flight from Dhaka to BKK was tiring since there was a stop in another city. Next time, would choose direct flight at the same price.",0,used benchmark leg space crowded budget airline seat comfortable need changed food good service good attitude crew average flight dhaka bkk tiring since stop another city next time would choose direct flight price
"I flew from Kolkata to Bangladesh with my family. The flight was on time and the in-cabin service was good. An airline can't be judged solely by flying once for a short hop. I didn't use the toilet in that time. Unless someone complains about the airline, I'll fly again.",0,flew kolkata bangladesh family flight time incabin service good airline cant judged solely flying short hop didnt use toilet time unless someone complains airline ill fly
Regent Airways Bangladesh started operation in the last 5 years and now has several international flights and domestic flights. The flight from DAC to CUU was on time. The new plane was clean. The flight left on time. The landing at CCU was not comfortable and the aircraft came to a stop a short distance away.,0,regent airway bangladesh started operation last year several international flight domestic flight flight dac cuu time new plane clean flight left time landing ccu comfortable aircraft came stop short distance away
Noting only their timing. They maintain their timing. Average standards are the rest of the things.,0,noting timing maintain timing average standard rest thing
"My flight was at 8pm for the Dhaka - Chittagong route. There were 2 flights at the same time. Our scheduled flight has been changed due to the fact that only one flight will be there. After 12 hours, they told us that the flight will take off at 9pm and pick up some passengers from Chittagong. The bigger plane has about 125 seats. Our scheduled plane was a small domestic plane. A small plane (40-50 seat) was used for Cox's bazar to dhaka flight. Food tasted bad.Flight attendants' service was good. It is okay that there is no flight entertainment.",0,flight pm dhaka chittagong route flight time scheduled flight changed due fact one flight hour told u flight take pm pick passenger chittagong bigger plane seat scheduled plane small domestic plane small plane seat used cox bazar dhaka flight food tasted badflight attendant service good okay flight entertainment
It's really cheap. The inner interior is average. The food they provided was not special. They cancel flight almost frequently without any notice or information. They are giving opportunities to fly with a reasonable cost from Bangladesh.,0,really cheap inner interior average food provided special cancel flight almost frequently without notice information giving opportunity fly reasonable cost bangladesh
There is room for improvement for a good value. The food did not suit me. I had to ask for the newspaper three times. The seats are very comfortable.,0,room improvement good value food suit ask newspaper three time seat comfortable
"My wife and I traveled to Kuala Lumpur, Malaysia. Our journey begins at night. The internal environment was average. The food was good and the staffs were helpful. They don't have anything to do. The journey was average. They are cheap, but not great.",0,wife traveled kuala lumpur malaysia journey begin night internal environment average food good staff helpful dont anything journey average cheap great
The flight departed on time but they didn't use the boarding bridge so we had to walk in the hot and humid day.,0,flight departed time didnt use boarding bridge walk hot humid day
"The regent air craft is small but comfortable. Every thing that comes to Bangladesh is not perfect. One passenger said his AC wasn't working, another said his handle was broken. Over all is good.",0,regent air craft small comfortable every thing come bangladesh perfect one passenger said ac wasnt working another said handle broken good
"The cabin service is good, but leg space is not enough.",0,cabin service good leg space enough
The flight was delayed due to lack of professionalism by the ground crew. The landing was good. They took too long for luggage handing. It should be improved.,0,flight delayed due lack professionalism ground crew landing good took long luggage handing improved
The flight from Dhaka to kolkata was delayed. The flight took off at 19:30. We were 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 Food can be eaten for a short flight. They have 2 sandwiches and a slice of cake. On the way back flight there was no delay and it was much cooler than our departure flight. The air craft looks old and makes a lot of noise.,0,flight dhaka kolkata delayed flight took food eaten short flight sandwich slice cake way back flight delay much cooler departure flight air craft look old make lot noise
The airline was cost efficient and friendly. The staff of group service were friendly. There is no inflight entertainment on this airline.,0,airline cost efficient friendly staff group service friendly inflight entertainment airline
This is my last trip to London. Biman has improved their service. My family and I are very pleased with the services they provide. The employees are friendly. The boarding gate environment is very nice and the seats are very comfortable. The food was great. There were no complaints about Biman.,0,last trip london biman improved service family pleased service provide employee friendly boarding gate environment nice seat comfortable food great complaint biman
"Biman Bangladesh Airlines flew me to Bangkok. Good food, good seating and good ground services. The staff is just OK. The ground staff should be more professional. The price of my last travel ticket was high.",0,biman bangladesh airline flew bangkok good food good seating good ground service staff ok ground staff professional price last travel ticket high
"The city of Manchester went to Sylhet. It was one of the worst experiences for my parents. Both were aged 80 plus. It all started at the airport. The lady at the desk had a sour face, not giving eye contact or listening. There were doctors letters, we had already talked to the airline, I specifically described their medical needs, and they had bracelets to show their claims. She said everything was okay. The idea was to provide them with an aisle seat so they wouldn't have accidents on the plane that would affect other passengers. The flight was delayed and my parents were made to sit in the middle of cramped conditions in knee to knee seats. They tried to show the cabin crew the letters, but they were completely ignored. When it's been arranged, there's others to consider as well. The cabin crews are expected to follow the instructions. Appalling behavior from Biman Bangladesh Airlines.",0,city manchester went sylhet one worst experience parent aged plus started airport lady desk sour face giving eye contact listening doctor letter already talked airline specifically described medical need bracelet show claim said everything okay idea provide aisle seat wouldnt accident plane would affect passenger flight delayed parent made sit middle cramped condition knee knee seat tried show cabin crew letter completely ignored arranged there others consider well cabin crew expected follow instruction appalling behavior biman bangladesh airline
"In August of 2019. Good food, good seating and good ground services. The staffs are all ok. The ground staff should be more professional. The price of my last travel ticket was high.",0,august good food good seating good ground service staff ok ground staff professional price last travel ticket high
To Dhaka. There was a long line at the airport. The staff on the plane were the only ones who didn't like seat comfort. The staff could be more professional. They don't respond to calls in flight. The cabin crew can be more welcoming.,0,dhaka long line airport staff plane one didnt like seat comfort staff could professional dont respond call flight cabin crew welcoming
"To Rajshahi. It was a nice meal. The crew was good. The boarding was quick. The flight was full. The crew provided food before the engine started. The crew needs to be more careful about showing safety instructions. Biman did not have a good lavatory for short haul flights. It had no tissue, but it was clean. I'm happy to use Biman again.",0,rajshahi nice meal crew good boarding quick flight full crew provided food engine started crew need careful showing safety instruction biman good lavatory short haul flight tissue clean im happy use biman
"Singapore to London via Bangladesh. Absolutely terrible. The flight was delayed for over four hours. I missed my connecting flight because of that. The service and food is okay, but the fact that the flight couldn't leave on time is amazing.",0,singapore london via bangladesh absolutely terrible flight delayed four hour missed connecting flight service food okay fact flight couldnt leave time amazing
